stage,dataset_group,source_id,clip_id,path,error_type,error_message,notes
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0033,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0033.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0033.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0034,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0034.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0034.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0035,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0035.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0035.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0036,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0036.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0036.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0037,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0037.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0037.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0038,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0038.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0038.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0039,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0039.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0039.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0040,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0040.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0040.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0041,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0041.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0041.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0042,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0042.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0042.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0043,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0043.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0043.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0044,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0044.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0044.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0045,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0045.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0045.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0046,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0046.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0046.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0047,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0047.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0047.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0048,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0048.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0048.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0049,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0049.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0049.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0050,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0050.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0050.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0051,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0051.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0051.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0052,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0052.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0052.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
