titulo,clip,n_frames,luma_media,frac_oscuros,movimiento_global,actividad_boca,textura_boca,estado,razones,texto
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0222,100,124.36,0.0,6.318,16.473,51.46,keep,,nunca no vamos a poner de acuerdo de unico que les puedo agregar es
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0223,100,139.03,0.0,6.854,21.219,109.08,keep,,yo tomo alcohol para desinhibirme amigo y si mejor no aprendes
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0224,100,140.58,0.0,5.512,20.792,115.62,keep,,a desinhibirte sin la necesidad de alcohol y si mejor no aprendes a soltarte
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0225,100,135.96,0.0,6.939,24.876,86.43,keep,,sin necesitar tomar nada en mi opinion eh
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0226,100,144.68,0.0,5.637,17.945,97.0,keep,,arrancas a los djs sos timido te cuesta a los djs
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0227,100,141.3,0.0,7.186,21.317,88.12,keep,,si no tomo alcohol no me encargo una mina bueno el problema
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0228,100,140.17,0.0,5.783,18.898,117.82,keep,,esta en tu seguridad
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0229,100,137.33,0.0,7.122,21.452,93.2,keep,,que tenes que meterte alcohol para encararte una mina yo no te van
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0230,100,137.93,0.0,6.038,16.376,60.82,keep,,yo sabre que te voy a decir andad a poco intentadlo de a poco date tiempo
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0231,100,143.21,0.0,4.913,14.961,117.9,keep,,a los 16 años por ahi no estas listo para encararte una persona es dificil encarar
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0232,100,138.06,0.0,5.593,17.808,92.97,keep,,a todos nos cuesta encarar sobrio
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0233,100,131.86,0.0,5.274,15.654,51.95,keep,,mas dificil todavia pero yo
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0234,100,133.95,0.0,6.365,19.085,77.43,keep,,nunca te voy a decir entonces anda ponerte en pedo
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0235,100,136.14,0.0,6.734,19.71,75.97,keep,,y encarar porque esa no es la solucion en la vida no vas a estar toda la vida en pedo
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0236,100,136.05,0.0,6.687,17.431,85.42,keep,,para poder solucionar tus problemas porque tal vez estoy en pedo
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0237,100,128.85,0.0,6.707,15.307,53.64,keep,,no en la vida vas a estar la mayor parte de tu vida sobrio y vas a tener que aprender
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0238,100,124.54,0.0,8.702,20.219,51.31,keep,,a resolver los problemas sobrio entonces por que mejor no mejoras tu lado sobrio
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0239,100,130.92,0.0,7.24,21.244,91.58,keep,,antes de trabajar en el lado ebrio si quieren tomar
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0240,100,129.72,0.0,9.835,26.06,65.27,keep,,tomen con precaucion si quieren fumar fumen con precaucion yo no me voy a meter
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0241,100,135.39,0.0,6.348,19.389,74.53,keep,,en la vida de nadie simplemente les estoy diciendo que es lo que hago yo
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0242,100,132.88,0.0,7.57,20.073,54.36,keep,,que consumo yo que no consumo yo yo consumo vegetales ahora bueno por la velada
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0243,100,128.15,0.0,5.768,13.917,49.77,keep,,carnes pero despues voy a volver a consumir vegetales porque me encanta ser vegetariano
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0244,100,130.31,0.0,6.962,17.59,64.58,keep,,consumo vegetales consumo agua
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0245,100,131.89,0.0,5.973,17.46,71.95,keep,,y consumo cero drogas cero alcohol y me encanta porque tengo 31 años
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0246,100,138.65,0.0,6.464,20.949,72.68,keep,,y parezco de 28
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0247,100,124.58,0.0,8.916,30.478,73.58,keep,,yo creo sin el video de 28 de 40 nada eso no entro
Coronavirus conferencia completa de Alberto Fernán,clip_0001,222,72.79,0.0,4.139,11.853,73.34,keep,,a ver tuvimos hoy una nueva reunion con el gabinete
Coronavirus conferencia completa de Alberto Fernán,clip_0002,82,71.98,0.0,4.948,12.755,77.1,keep,,con la parte del gabinete que esta dedicado al problema del coronavirus
Coronavirus conferencia completa de Alberto Fernán,clip_0003,127,68.36,0.0,4.447,12.689,75.97,keep,,y con los expertos en infectologia y los expertos medicos
Coronavirus conferencia completa de Alberto Fernán,clip_0004,118,70.63,0.0,3.761,10.438,117.62,keep,,que nos estan ayudando a sobrellvar este tema
Coronavirus conferencia completa de Alberto Fernán,clip_0005,145,71.4,0.0,4.551,12.157,101.3,keep,,como les dije hoy a la mañana en algun medio con el que hable
Coronavirus conferencia completa de Alberto Fernán,clip_0006,146,76.73,0.0,4.734,9.903,98.13,keep,,todo este problema es un problema dinamico es un problema que estamos conociendo el mundo
Coronavirus conferencia completa de Alberto Fernán,clip_0007,98,70.85,0.0,4.864,13.059,89.58,keep,,que se ha desarrollado de un modo virulento en muchos lugares del mundo
Coronavirus conferencia completa de Alberto Fernán,clip_0008,141,73.02,0.0,4.747,11.952,102.59,keep,,y donde nosotros seguimos muy de cerca las experiencias que se estan dando en el mundo y las recomendaciones
Coronavirus conferencia completa de Alberto Fernán,clip_0009,150,72.45,0.0,5.218,11.615,87.6,keep,,que es la organizacion mundial de la azulay lud que para nosotros es una fuente muy valida
Coronavirus conferencia completa de Alberto Fernán,clip_0010,187,72.18,0.0,3.958,12.539,90.49,keep,,como por esta idea por donde andaran todo indica que lo que nosotros tenemos que lograr
Coronavirus conferencia completa de Alberto Fernán,clip_0011,81,73.68,0.0,5.105,12.315,116.64,keep,,es minimizar la circulacion del virus
Coronavirus conferencia completa de Alberto Fernán,clip_0012,160,81.4,0.0,4.952,12.198,76.08,keep,,es decir hacer todo lo posible para que el virus no circula entre nosotros
Coronavirus conferencia completa de Alberto Fernán,clip_0013,241,81.56,0.0,5.044,13.077,142.61,keep,,sabemos hasta aqui que todos los casos que hemos tenido son casos importados y debemos tratar de que tarde lo mas posible
Coronavirus conferencia completa de Alberto Fernán,clip_0014,164,82.0,0.0,4.631,12.21,144.81,keep,,en convertirse en un virus autoctono algo que en algun momento tal vez ocurra
Coronavirus conferencia completa de Alberto Fernán,clip_0015,116,81.79,0.0,4.872,11.797,85.17,keep,,pero tal vez podemos hacer mucho mas lento ese episodio
Coronavirus conferencia completa de Alberto Fernán,clip_0016,86,79.41,0.0,5.614,13.965,102.46,keep,,y en el mientras tanto ganar tiempo es muy importante
Coronavirus conferencia completa de Alberto Fernán,clip_0017,98,82.2,0.0,5.142,12.984,124.07,keep,,porque ganando tiempo podemos administrar la cuestion sanitaria
Coronavirus conferencia completa de Alberto Fernán,clip_0018,176,77.93,0.0,4.428,12.264,121.47,keep,,y la cuestion de la salud en el dia de hoy analizamos puntualmente a partir
Coronavirus conferencia completa de Alberto Fernán,clip_0019,203,81.34,0.0,4.823,14.799,116.19,keep,,de una recomendacion de la organizacion mundial de la salud de esta mañana que es que se tomen medidas drasticas
Coronavirus conferencia completa de Alberto Fernán,clip_0020,102,81.59,0.0,4.661,13.543,182.43,keep,,y se ataque en conjunto todo lo que se pueda atacar
Coronavirus conferencia completa de Alberto Fernán,clip_0021,84,78.69,0.0,5.322,13.858,114.9,keep,,para impedir la proliferacion del virus
Coronavirus conferencia completa de Alberto Fernán,clip_0022,188,78.59,0.0,4.53,12.421,114.73,keep,,entonces analizamos el caso de las clases de los alumnos de educacion primaria y secundaria
Coronavirus conferencia completa de Alberto Fernán,clip_0023,101,78.75,0.0,4.559,13.344,130.64,keep,,con la idea de que podemos hacer algo
Coronavirus conferencia completa de Alberto Fernán,clip_0024,94,82.29,0.0,5.452,12.514,106.28,keep,,para evitar la circulacion del virus en menores que en verdad
Coronavirus conferencia completa de Alberto Fernán,clip_0025,121,83.85,0.0,5.165,12.485,104.37,keep,,todos estan contestes en decir que su riesgo de contagio
Coronavirus conferencia completa de Alberto Fernán,clip_0026,90,80.71,0.0,4.11,10.006,144.77,keep,,no es importante no se ha dado hasta aqui
Coronavirus conferencia completa de Alberto Fernán,clip_0027,108,81.31,0.0,5.649,14.919,94.35,keep,,como un factor de riesgo para menores
Coronavirus conferencia completa de Alberto Fernán,clip_0028,148,81.15,0.0,4.914,12.084,102.66,keep,,que no ha causado numeros trascendentales de casos letales
Coronavirus conferencia completa de Alberto Fernán,clip_0029,162,78.85,0.0,5.652,14.422,112.27,keep,,pero que muchas veces son portadores y terminan contagiando a familiares y adultos
Coronavirus conferencia completa de Alberto Fernán,clip_0030,100,76.86,0.0,4.071,11.424,153.96,keep,,entonces con esa idea hemos tomado una decision
Coronavirus conferencia completa de Alberto Fernán,clip_0031,101,77.44,0.0,5.695,14.564,137.07,keep,,que es la de suspender las clases a partir de mañana
Coronavirus conferencia completa de Alberto Fernán,clip_0032,105,81.22,0.0,5.033,13.456,126.2,keep,,hasta el dia 31 de marzo
Coronavirus conferencia completa de Alberto Fernán,clip_0033,147,81.61,0.0,4.704,14.236,81.72,keep,,lo hacemos con el proposito de minimizar el transito
Coronavirus conferencia completa de Alberto Fernán,clip_0034,108,82.64,0.0,5.015,12.179,112.7,keep,,de todos estos alumnos y de ese modo tambien
Coronavirus conferencia completa de Alberto Fernán,clip_0035,88,78.73,0.0,5.252,12.757,97.05,keep,,minimizar el transito del virus
Coronavirus conferencia completa de Alberto Fernán,clip_0036,78,82.58,0.0,5.445,11.462,155.72,keep,,que no se dicten clases no quiere decir que las escuelas van a estar cerradas
Coronavirus conferencia completa de Alberto Fernán,clip_0037,110,83.25,0.0,5.5,11.523,112.0,keep,,las escuelas van a estar abiertas atendiendo las obligaciones
Coronavirus conferencia completa de Alberto Fernán,clip_0038,85,77.46,0.0,5.329,12.9,170.34,keep,,las otras obligaciones colaterales que las escuelas tienen
Coronavirus conferencia completa de Alberto Fernán,clip_0039,120,70.41,0.0,5.821,12.913,147.95,keep,,las escuelas tienen que ver con el alimento de muchos de esos chicos
Coronavirus conferencia completa de Alberto Fernán,clip_0040,172,78.1,0.0,5.095,13.693,123.83,keep,,y tambien la colaboracion que los maestros puedan dar a sus alumnos que lo necesiten
Coronavirus conferencia completa de Alberto Fernán,clip_0041,132,77.07,0.0,5.575,14.0,101.76,keep,,lo que esta claro es que durante 14 dias los alumnos no van a tener clases de acuerdo
Coronavirus conferencia completa de Alberto Fernán,clip_0042,88,76.31,0.0,4.32,12.729,162.43,keep,,desde mañana hasta el dia 31 de marzo
Coronavirus conferencia completa de Alberto Fernán,clip_0043,78,79.38,0.0,4.596,12.155,111.11,keep,,hemos tomado tambien otras decisiones
Coronavirus conferencia completa de Alberto Fernán,clip_0044,134,77.49,0.0,4.983,14.077,154.38,keep,,la mas importante es que hemos cerrado la frontera de la argentina
Coronavirus conferencia completa de Alberto Fernán,clip_0045,115,82.92,0.0,5.448,12.112,98.83,keep,,durante los proximos 15 dias periodo oeste que puede ser prorrogable
Coronavirus conferencia completa de Alberto Fernán,clip_0046,104,81.62,0.0,5.73,14.46,104.56,keep,,las fronteras argentinas se han cerrado por que lo hacemos
Coronavirus conferencia completa de Alberto Fernán,clip_0047,120,77.85,0.0,4.941,13.804,139.24,keep,,porque el episodio del coronavirus ya no viene solamente de europa
Coronavirus conferencia completa de Alberto Fernán,clip_0048,78,79.69,0.0,5.936,13.044,120.46,keep,,esta empezando a afectar a paises limitrofecias
Coronavirus conferencia completa de Alberto Fernán,clip_0049,106,78.65,0.0,5.741,14.555,65.26,keep,,a nosotros mismos y ademas porque tambien hemos observado
Coronavirus conferencia completa de Alberto Fernán,clip_0050,170,83.16,0.0,5.113,12.385,123.4,keep,,que por la frontera extraterrestres en un trabajo muy importante que hizo migraciones en misiones
Coronavirus conferencia completa de Alberto Fernán,clip_0051,113,77.97,0.0,5.608,13.49,154.39,keep,,por la frontera extraterrestres vienen turistas
Coronavirus conferencia completa de Alberto Fernán,clip_0052,110,81.73,0.0,5.74,12.564,99.2,keep,,que vienen de las zonas de riesgo que nosotros calificamos como zonas de riesgo
Coronavirus conferencia completa de Alberto Fernán,clip_0053,117,85.03,0.0,5.489,12.948,124.38,keep,,asi hemos tomado la decision de que durante los proximos 15 dias
Coronavirus conferencia completa de Alberto Fernán,clip_0054,109,77.74,0.0,5.635,15.313,138.09,keep,,vamos a cerrar las fronteras y nadie podra ingresar a la argentina
Coronavirus conferencia completa de Alberto Fernán,clip_0055,76,83.97,0.0,4.915,11.288,103.73,keep,,salvo obviamente los argentinos nativos
Coronavirus conferencia completa de Alberto Fernán,clip_0056,95,76.87,0.0,5.359,13.993,80.67,keep,,o los extranjeros residentes en la argentina
Coronavirus conferencia completa de Alberto Fernán,clip_0057,158,74.42,0.0,3.761,13.298,91.0,keep,,vamos a disponer desde ya mismo
Coronavirus conferencia completa de Alberto Fernán,clip_0058,164,83.83,0.0,5.038,14.528,185.14,keep,,no se van a poder desarrollar ningun tipo de espectaculos
Coronavirus conferencia completa de Alberto Fernán,clip_0059,130,78.95,0.0,4.119,13.301,103.32,keep,,ningun tipo de teatro cine espectaculos deportivos
Coronavirus conferencia completa de Alberto Fernán,clip_0060,153,79.17,0.0,4.76,13.58,142.26,keep,,espectaculos musicales que significan un numero importante de gente
Coronavirus conferencia completa de Alberto Fernán,clip_0061,104,77.43,0.0,4.879,12.525,86.06,keep,,que se nuclean en su encuentro tratando de evitar que en la multitud
Coronavirus conferencia completa de Alberto Fernán,clip_0062,181,72.7,0.0,4.026,12.331,124.28,keep,,el virus se disemine de acuerdo en el dia de mañana
Coronavirus conferencia completa de Alberto Fernán,clip_0063,88,82.58,0.0,5.681,14.225,81.31,keep,,ah perdon vamos a disponer tambien mañana
Coronavirus conferencia completa de Alberto Fernán,clip_0064,139,77.79,0.0,4.428,13.403,186.13,keep,,el licenciamiento de todos los mayores de 65 años
Coronavirus conferencia completa de Alberto Fernán,clip_0065,97,78.79,0.0,4.324,10.0,106.34,keep,,que es la edad que nosotros consideramos de mayor riesgo
Coronavirus conferencia completa de Alberto Fernán,clip_0066,76,79.99,0.0,4.893,11.208,121.53,keep,,por lo tanto a las personas de mas de 65 años
Coronavirus conferencia completa de Alberto Fernán,clip_0067,109,83.89,0.0,4.348,12.002,171.37,keep,,les vamos a pedir que se queden en sus casas
Coronavirus conferencia completa de Alberto Fernán,clip_0068,143,77.99,0.0,4.047,13.982,110.93,keep,,tranquilas que disfruten de su casa vamos a asignarles
Coronavirus conferencia completa de Alberto Fernán,clip_0069,148,80.96,0.0,5.247,12.737,97.65,keep,,porque ellos tienen que ademas seguir haciendo su vida horarios de atencion especifica para estos mayores
Coronavirus conferencia completa de Alberto Fernán,clip_0070,80,81.79,0.0,4.759,11.197,110.91,keep,,en bancos en centros de salud
Coronavirus conferencia completa de Alberto Fernán,clip_0071,121,82.2,0.0,5.253,13.301,90.97,keep,,lo que ellos puedan necesitar fijarles un horario de atencion para que en ese horario puedan ir
Coronavirus conferencia completa de Alberto Fernán,clip_0072,117,84.0,0.0,5.387,12.805,123.19,keep,,no tengan que tener esperas y fundamentalmente no tengan que vivir
Coronavirus conferencia completa de Alberto Fernán,clip_0073,196,72.38,0.0,4.834,14.29,125.24,keep,,momentos de aglomeracion de gente donde tambien puedan llegar a sufrir algun tipo de contagio
Coronavirus conferencia completa de Alberto Fernán,clip_0074,225,80.02,0.0,4.615,15.781,164.75,keep,,en el dia de mañana vamos a reunir al gabinete economico social
Coronavirus conferencia completa de Alberto Fernán,clip_0075,99,81.42,0.0,5.35,14.85,117.68,keep,,alli tenemos preparadas una serie de medidas economicas
Coronavirus conferencia completa de Alberto Fernán,clip_0076,112,81.88,0.0,5.448,14.029,140.1,keep,,a tomar para paliar los efectos de esta pandemia
Coronavirus conferencia completa de Alberto Fernán,clip_0091,140,88.11,0.0,5.922,15.456,139.71,keep,,yo quiero decirles que estas medidas no suponen ningun agravamiento de la situacion
Coronavirus conferencia completa de Alberto Fernán,clip_0092,78,85.31,0.0,5.262,10.663,104.39,keep,,que teniamos o que conociamos hasta hoy
Coronavirus conferencia completa de Alberto Fernán,clip_0093,82,88.42,0.0,6.142,14.74,103.38,keep,,simplemente como le dije a los medicos
Coronavirus conferencia completa de Alberto Fernán,clip_0094,124,87.17,0.0,5.77,16.131,118.54,keep,,con mi logica de abogado yo pienso que si atacamos el problema de chiquito
Coronavirus conferencia completa de Alberto Fernán,clip_0099,107,85.18,0.0,5.224,11.632,126.4,keep,,paulatino de tal modo que el servicio sanitario argentino
Coronavirus conferencia completa de Alberto Fernán,clip_0100,88,84.35,0.0,6.479,15.414,66.47,keep,,pueda atenderlo pueda controlarlo pueda resolverlo
Coronavirus conferencia completa de Alberto Fernán,clip_0101,88,86.81,0.0,6.224,16.991,148.81,keep,,asi que mi logica de abogado ha servido en algo para esto
Coronavirus conferencia completa de Alberto Fernán,clip_0102,152,87.34,0.0,6.373,16.602,94.98,keep,,lo mio fue intuitivo pero tiene logica en el mundo de la ciencia medica
Coronavirus conferencia completa de Alberto Fernán,clip_0103,132,84.62,0.0,5.109,16.435,149.35,keep,,y en eso estamos trabajando nadie se inquieta porque no estamos haciendo esto
Coronavirus conferencia completa de Alberto Fernán,clip_0104,124,85.67,0.0,6.219,14.547,95.53,keep,,porque la situacion se haya grabado estamos haciendo esto para atacar el problema
Coronavirus conferencia completa de Alberto Fernán,clip_0105,94,85.42,0.0,6.248,17.294,130.98,keep,,y poder manejarlo lice llanamente
Coronavirus conferencia completa de Alberto Fernán,clip_0106,111,84.63,0.0,5.534,16.978,140.27,keep,,como dije esta mañana en algun programa que me entreviste a ovanon
Coronavirus conferencia completa de Alberto Fernán,clip_0107,85,86.71,0.0,5.817,20.844,470.06,keep,,miren aca tenemos que luchar contra las dos cosas
Coronavirus conferencia completa de Alberto Fernán,clip_0111,79,91.23,0.0,5.728,14.398,188.69,keep,,que estaban alli les contaba una sensacion mia
Coronavirus conferencia completa de Alberto Fernán,clip_0112,111,88.55,0.0,5.626,11.962,209.97,keep,,yo siento que estamos luchando contra un enemigo invisible
Coronavirus conferencia completa de Alberto Fernán,clip_0113,87,91.07,0.0,5.579,14.506,195.3,keep,,que de repente anida en alguno de nosotros
Coronavirus conferencia completa de Alberto Fernán,clip_0118,158,92.42,0.0,6.181,15.555,121.13,keep,,y nosotros podemos dañar al otro y que el modo solidario es cuidarnos nosotros
Coronavirus conferencia completa de Alberto Fernán,clip_0119,172,91.07,0.0,5.392,14.585,198.77,keep,,para cuidar a los otros y en esto voy a ser inflexible
Coronavirus conferencia completa de Alberto Fernán,clip_0120,81,91.16,0.0,6.45,16.815,174.05,keep,,los que tengan que hacer la cuarentena van a cumplir la cuarentena
Coronavirus conferencia completa de Alberto Fernán,clip_0121,124,91.82,0.0,7.44,15.801,84.86,keep,,y si no la cumplen vamos a ocuparnos de perseguirlos penalmente
Coronavirus conferencia completa de Alberto Fernán,clip_0128,114,88.89,0.0,6.5,16.008,168.97,keep,,es que la soberbia de un tonto no va a poner en peligro a la argentina
Coronavirus conferencia completa de Alberto Fernán,clip_0129,105,93.23,0.0,5.658,14.91,204.58,keep,,asi que las reglas que se han impuesto
Coronavirus conferencia completa de Alberto Fernán,clip_0130,113,91.82,0.0,6.236,13.759,162.11,keep,,de cuarentena deben ser cumplidas al pie de la letra
Coronavirus conferencia completa de Alberto Fernán,clip_0131,152,94.03,0.0,6.408,15.83,123.87,keep,,el gobernador de santiago del estero dias atras encontro a un ciudadano español violando la cuarentena
Coronavirus conferencia completa de Alberto Fernán,clip_0133,73,94.62,0.0,5.062,12.382,218.28,keep,,no es por beneficio del gobierno
Coronavirus conferencia completa de Alberto Fernán,clip_0134,162,98.13,0.0,6.498,32.181,379.72,keep,,porque el gobierno no se beneficia con esto necesito que los argentinos nos cuidemos
Coronavirus conferencia completa de Alberto Fernán,clip_0137,79,92.93,0.0,7.115,14.249,155.54,keep,,como suelo decir dejenme usar una frase del general
Coronavirus conferencia completa de Alberto Fernán,clip_0139,90,93.52,0.0,6.884,14.241,179.53,keep,,de acuerdo si hacemos las cosas y cumplimos con las normas
Coronavirus conferencia completa de Alberto Fernán,clip_0140,84,94.62,0.0,6.308,14.458,145.5,keep,,si hacemos las cosas que la autoridad sanitaria recomienda
Coronavirus conferencia completa de Alberto Fernán,clip_0141,111,91.51,0.0,6.314,10.116,101.92,keep,,vamos a poder sobrellevar este problema y vamos a poder sacarlo adelante
Coronavirus conferencia completa de Alberto Fernán,clip_0142,76,86.43,0.0,6.098,15.985,84.49,keep,,con los daños que este problema lamentablemente va a causar
Coronavirus conferencia completa de Alberto Fernán,clip_0143,145,83.35,0.0,4.815,13.337,94.51,keep,,pero bueno pero preservando la vida y la salud de los argentinos
Coronavirus conferencia completa de Alberto Fernán,clip_0146,86,91.39,0.0,5.981,14.126,114.11,keep,,hoy nos enteramos me conto gines hace un rato
Coronavirus conferencia completa de Alberto Fernán,clip_0147,102,94.3,0.0,5.713,13.517,204.43,keep,,que tuvimos dos casos en tierra del fuego
Coronavirus conferencia completa de Alberto Fernán,clip_0148,132,92.81,0.0,5.649,15.203,225.75,keep,,que hasta aca venia sin ningun numero de afectados
Coronavirus conferencia completa de Alberto Fernán,clip_0149,113,90.23,0.0,5.9,12.224,91.54,keep,,y han aparecido y creo que eso tiene que ver con la circulacion turistica
Coronavirus conferencia completa de Alberto Fernán,clip_0150,119,86.55,0.0,5.614,18.986,171.52,keep,,que puede haber llevado el virus hacia esos lados
Coronavirus conferencia completa de Alberto Fernán,clip_0155,122,65.06,0.0,4.212,8.998,12.64,keep,promovido_de_review,son preguntas muy cortitas simplemente aclaratorias preguntarles que pasa con el nivel inicial
Coronavirus conferencia completa de Alberto Fernán,clip_0156,121,65.4,0.0,4.019,11.069,16.54,keep,,con jardin de infantes preguntarles que pasa con el caso del subte
Coronavirus conferencia completa de Alberto Fernán,clip_0157,118,66.93,0.0,3.148,8.121,17.81,keep,promovido_de_review,sobre todo y algunas lineas ferroviarias donde la gente va muy atestada
Coronavirus conferencia completa de Alberto Fernán,clip_0158,109,69.68,0.0,3.167,10.399,23.91,keep,,preguntarle si consideran quienes van a hacerse cargo de los chicos
Coronavirus conferencia completa de Alberto Fernán,clip_0159,102,68.95,0.0,2.943,7.759,15.71,keep,promovido_de_review,porque solamente se licencia a los mayores de 65 años
Coronavirus conferencia completa de Alberto Fernán,clip_0160,128,71.76,0.0,3.106,7.332,23.45,keep,,y por ultimo preguntarles que pasa con los que quieren salir de la argentina con el tema del cierre de fronteras
Coronavirus conferencia completa de Alberto Fernán,clip_0163,114,86.81,0.0,5.87,10.102,237.8,keep,,cuando termine la reunion del gabinete economico social
Coronavirus conferencia completa de Alberto Fernán,clip_0164,124,89.83,0.0,6.014,13.729,104.59,keep,,porque no el jardin perdon lo del jardin es igual que el nivel primario
Coronavirus conferencia completa de Alberto Fernán,clip_0165,79,86.24,0.0,6.367,12.411,133.29,keep,,estan suspendidas las clases tambien para ellos
Coronavirus conferencia completa de Alberto Fernán,clip_0166,139,89.05,0.0,5.406,13.162,153.61,keep,,pero casi todas las demas preguntas que tienen que ver con quien se ocupa del
Coronavirus conferencia completa de Alberto Fernán,clip_0169,113,86.97,0.0,6.478,14.18,134.6,keep,,pero mañana va a tener respuesta a todo eso despues de la reunion del gabinete economico social
Coronavirus conferencia completa de Alberto Fernán,clip_0176,111,91.16,0.0,5.974,14.511,202.71,keep,,es autorizar el trabajo a distancia es decir que todo lo que puedan hacer su trabajo
Coronavirus conferencia completa de Alberto Fernán,clip_0180,121,123.65,0.0,5.857,18.974,111.72,keep,,queria consultar respecto de ciertos lugares donde tambien suele haber mucho movimiento
Coronavirus conferencia completa de Alberto Fernán,clip_0181,80,126.53,0.0,6.885,17.012,124.32,keep,,como por ejemplo shoppings supermercados mayoristas
Coronavirus conferencia completa de Alberto Fernán,clip_0182,179,126.77,0.0,5.73,15.87,130.08,keep,,donde la gente con mucha preocupacion se ha glomerado para tratar de hacer compras grandes y quedarse en sus casas
Coronavirus conferencia completa de Alberto Fernán,clip_0183,88,128.7,0.0,6.47,16.39,115.37,keep,,si van a permanecer abiertos si va a haber algun tipo de restriccion
Coronavirus conferencia completa de Alberto Fernán,clip_0184,78,126.92,0.0,6.371,16.161,120.92,keep,,y por otra parte se habia planteado la posibilidad
Coronavirus conferencia completa de Alberto Fernán,clip_0185,180,130.12,0.0,5.871,18.428,133.06,keep,,de una cuarentena en el pais si esto fue consultado y cual fue la respuesta de los especialistas
Coronavirus conferencia completa de Alberto Fernán,clip_0186,92,129.27,0.0,6.684,18.377,127.79,keep,,quizas no sea ahora el momento y si lo sea en otra epoca del año
Coronavirus conferencia completa de Alberto Fernán,clip_0188,152,82.45,0.0,5.077,12.494,95.2,keep,,porque el cierre de todos esos comercios tiene que ver tambien tiene ingenieras efectos economicos
Coronavirus conferencia completa de Alberto Fernán,clip_0189,151,87.55,0.0,6.103,17.209,161.3,keep,,y lo vamos a ver mañana una cosa es el shopping y otra cosa es el negocio de cercania
Coronavirus conferencia completa de Alberto Fernán,clip_0192,113,91.12,0.0,6.03,13.252,142.04,keep,,porque la gente ademas tiene que ir consumiendo comprando sus cosas
Coronavirus conferencia completa de Alberto Fernán,clip_0193,115,90.45,0.0,5.354,13.039,230.96,keep,,lo unico que nosotros estamos buscando es evitar la aglomeracion de gente
Coronavirus conferencia completa de Alberto Fernán,clip_0196,112,85.39,0.0,5.29,14.263,184.11,keep,,porque una cuarentena generalizada para el pais mucho
Coronavirus conferencia completa de Alberto Fernán,clip_0197,124,89.95,0.0,6.539,16.249,169.22,keep,,y el problema de las cuarentenas generalizadas tiene que ver tambien con que hay mucha produccion
Coronavirus conferencia completa de Alberto Fernán,clip_0201,125,93.31,0.0,5.761,13.885,190.53,keep,,por eso nosotros estamos en eso tratando de ser mas
Coronavirus conferencia completa de Alberto Fernán,clip_0202,101,88.8,0.0,6.188,14.6,153.96,keep,,es un tema que como dice yo esta mañana es un tema que analizamos
Coronavirus conferencia completa de Alberto Fernán,clip_0207,98,90.45,0.0,5.42,13.353,231.74,keep,,y resolviendo todas estas cosas vengan un dia mas de paciencia
Coronavirus conferencia completa de Alberto Fernán,clip_0209,119,110.18,0.0,5.304,13.121,41.39,keep,,dos preguntitas simples y cortitas primero esta la parte humanitaria de salud
Coronavirus conferencia completa de Alberto Fernán,clip_0210,179,115.48,0.0,6.33,18.209,43.04,keep,,pero ustedes que estuvo con culfas y con el ministro de economia evaluo las perdidas que esto va a traer para nuestro pais
Coronavirus conferencia completa de Alberto Fernán,clip_0211,98,111.77,0.0,5.983,13.346,45.71,keep,,y segundo una pregunta casi domestica como padre tambien se la pido
Coronavirus conferencia completa de Alberto Fernán,clip_0212,95,112.68,0.0,11.086,18.224,40.96,keep,,hablando tambien de las clases de los chicos el consejo que le da a los padres
Coronavirus conferencia completa de Alberto Fernán,clip_0213,89,105.25,0.0,7.082,13.353,41.13,keep,,porque los chicos estan contentos porque no van a tener clases
Coronavirus conferencia completa de Alberto Fernán,clip_0214,111,120.52,0.0,5.272,13.857,50.93,keep,,pero que hacen con los chicos les aconseja que se queden en sus casas que ganen la calle
