job_id,video_id,safe_video_id,part_index,part_count,job_kind,dataset_group,source_id,title,channel,source_url,clips_eligible,main_clips,context_clips,estimated_chars,prompt_path,input_jsonl_path,raw_output_path,status,created_at,notes
video_j4x2GC1Ztro__part_004,j4x2GC1Ztro,j4x2GC1Ztro,4,5,part,argentina/new_discovery,nd__j4x2GC1Ztro,Mario Pergolini y un imperdible mano a mano con Andy Kusnetzoff | #Perros2022 Perros de la Calle,Urbana Play 104.3 FM,https://www.youtube.com/watch?v=j4x2GC1Ztro,65,65,3,56123,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_j4x2GC1Ztro__part_004_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_j4x2GC1Ztro__part_004_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_j4x2GC1Ztro__part_004_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_jgp8WZvtkWU__part_000,jgp8WZvtkWU,jgp8WZvtkWU,0,5,part,argentina/new_discovery,nd__jgp8WZvtkWU,Martin Menem con Iván Schargrodsky en #OnTheRecord,Cenital,https://www.youtube.com/watch?v=jgp8WZvtkWU,202,202,3,159973,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_jgp8WZvtkWU__part_000_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_jgp8WZvtkWU__part_000_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_jgp8WZvtkWU__part_000_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_jgp8WZvtkWU__part_001,jgp8WZvtkWU,jgp8WZvtkWU,1,5,part,argentina/new_discovery,nd__jgp8WZvtkWU,Martin Menem con Iván Schargrodsky en #OnTheRecord,Cenital,https://www.youtube.com/watch?v=jgp8WZvtkWU,197,197,6,159930,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_jgp8WZvtkWU__part_001_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_jgp8WZvtkWU__part_001_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_jgp8WZvtkWU__part_001_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_jgp8WZvtkWU__part_002,jgp8WZvtkWU,jgp8WZvtkWU,2,5,part,argentina/new_discovery,nd__jgp8WZvtkWU,Martin Menem con Iván Schargrodsky en #OnTheRecord,Cenital,https://www.youtube.com/watch?v=jgp8WZvtkWU,202,202,6,159749,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_jgp8WZvtkWU__part_002_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_jgp8WZvtkWU__part_002_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_jgp8WZvtkWU__part_002_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_jgp8WZvtkWU__part_003,jgp8WZvtkWU,jgp8WZvtkWU,3,5,part,argentina/new_discovery,nd__jgp8WZvtkWU,Martin Menem con Iván Schargrodsky en #OnTheRecord,Cenital,https://www.youtube.com/watch?v=jgp8WZvtkWU,206,206,6,159336,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_jgp8WZvtkWU__part_003_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_jgp8WZvtkWU__part_003_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_jgp8WZvtkWU__part_003_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_jgp8WZvtkWU__part_004,jgp8WZvtkWU,jgp8WZvtkWU,4,5,part,argentina/new_discovery,nd__jgp8WZvtkWU,Martin Menem con Iván Schargrodsky en #OnTheRecord,Cenital,https://www.youtube.com/watch?v=jgp8WZvtkWU,92,92,3,73914,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_jgp8WZvtkWU__part_004_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_jgp8WZvtkWU__part_004_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_jgp8WZvtkWU__part_004_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_q94HfK07DjI__part_000,q94HfK07DjI,q94HfK07DjI,0,3,part,argentina/new_discovery,nd__q94HfK07DjI,El último reportaje del papa Francisco con Infobae,Infobae,https://www.youtube.com/watch?v=q94HfK07DjI,222,222,3,159916,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_q94HfK07DjI__part_000_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_q94HfK07DjI__part_000_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_q94HfK07DjI__part_000_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_q94HfK07DjI__part_001,q94HfK07DjI,q94HfK07DjI,1,3,part,argentina/new_discovery,nd__q94HfK07DjI,El último reportaje del papa Francisco con Infobae,Infobae,https://www.youtube.com/watch?v=q94HfK07DjI,220,220,6,159291,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_q94HfK07DjI__part_001_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_q94HfK07DjI__part_001_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_q94HfK07DjI__part_001_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_q94HfK07DjI__part_002,q94HfK07DjI,q94HfK07DjI,2,3,part,argentina/new_discovery,nd__q94HfK07DjI,El último reportaje del papa Francisco con Infobae,Infobae,https://www.youtube.com/watch?v=q94HfK07DjI,10,10,3,12180,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_q94HfK07DjI__part_002_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_q94HfK07DjI__part_002_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_q94HfK07DjI__part_002_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_qEKPgqURvo0__part_000,qEKPgqURvo0,qEKPgqURvo0,0,5,part,argentina/new_discovery,nd__qEKPgqURvo0,REBORD - PERETTI | HAY ALGO AHÍ | BLENDER,BLENDER,https://www.youtube.com/watch?v=qEKPgqURvo0,226,226,3,159227,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_qEKPgqURvo0__part_000_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_qEKPgqURvo0__part_000_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_qEKPgqURvo0__part_000_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_qEKPgqURvo0__part_001,qEKPgqURvo0,qEKPgqURvo0,1,5,part,argentina/new_discovery,nd__qEKPgqURvo0,REBORD - PERETTI | HAY ALGO AHÍ | BLENDER,BLENDER,https://www.youtube.com/watch?v=qEKPgqURvo0,220,220,6,159907,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_qEKPgqURvo0__part_001_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_qEKPgqURvo0__part_001_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_qEKPgqURvo0__part_001_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_qEKPgqURvo0__part_002,qEKPgqURvo0,qEKPgqURvo0,2,5,part,argentina/new_discovery,nd__qEKPgqURvo0,REBORD - PERETTI | HAY ALGO AHÍ | BLENDER,BLENDER,https://www.youtube.com/watch?v=qEKPgqURvo0,218,218,6,159445,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_qEKPgqURvo0__part_002_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_qEKPgqURvo0__part_002_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_qEKPgqURvo0__part_002_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_qEKPgqURvo0__part_003,qEKPgqURvo0,qEKPgqURvo0,3,5,part,argentina/new_discovery,nd__qEKPgqURvo0,REBORD - PERETTI | HAY ALGO AHÍ | BLENDER,BLENDER,https://www.youtube.com/watch?v=qEKPgqURvo0,219,219,6,159480,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_qEKPgqURvo0__part_003_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_qEKPgqURvo0__part_003_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_qEKPgqURvo0__part_003_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_qEKPgqURvo0__part_004,qEKPgqURvo0,qEKPgqURvo0,4,5,part,argentina/new_discovery,nd__qEKPgqURvo0,REBORD - PERETTI | HAY ALGO AHÍ | BLENDER,BLENDER,https://www.youtube.com/watch?v=qEKPgqURvo0,175,175,3,127506,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_qEKPgqURvo0__part_004_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_qEKPgqURvo0__part_004_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_qEKPgqURvo0__part_004_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_sjnH4bTak9s,sjnH4bTak9s,sjnH4bTak9s,,1,full,argentina/new_discovery,nd__sjnH4bTak9s,Obstáculos ideológicos en el empleo,Universidad Torcuato Di Tella,https://www.youtube.com/watch?v=sjnH4bTak9s,236,236,0,199239,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_sjnH4bTak9s_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_sjnH4bTak9s_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_sjnH4bTak9s_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_yJxDKBgw5NU,yJxDKBgw5NU,yJxDKBgw5NU,,1,full,argentina/new_discovery,nd__yJxDKBgw5NU,"Santiago Cafiero, mano a mano en TN: ""Es una decisión sanitaria, no política""",Todo Noticias,https://www.youtube.com/watch?v=yJxDKBgw5NU,238,238,0,205106,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_yJxDKBgw5NU_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_yJxDKBgw5NU_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_yJxDKBgw5NU_raw.jsonl,pending,2026-07-08T13:53:31Z,
