source_id,clip,split,current_text,asr2_text,wer_current_vs_asr2,cer_current_vs_asr2,token_diff_summary,disagreement_level,reasons
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0153,train,si pero el alcohol en exceso o no ni siquiera le das un beso,pero el alcohol en exceso o no ni siquiera le das un beso,0.071429,0.042553,delete: 'si' -> '',low,
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0155,train,ahi estan en los camarines no no el otro dia fui a ver el show de un artista colombiano que estuvo aca en complejo museo,ahí están en los camarines no el otro día fui a ver el show de un artista colombiano que estuvo acá en un complejo museo,0.240000,0.083333,replace: 'ahi estan' -> 'ahí están' | delete: 'no' -> '' | replace: 'dia' -> 'día' | replace: 'aca' -> 'acá',low,
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0156,train,con un par de amigos con mi chica todo ahi,"con un par de amigos, con mi chica, todo ahí.",0.300000,0.121212,"replace: 'amigos' -> 'amigos,' | replace: 'chica' -> 'chica,' | replace: 'ahi' -> 'ahí.'",low,
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0157,train,y estuve tomando agua hasta las 5 y 40 de la mañana,Y estuve tomando agua hasta las 5 y 40 de la mañana,0.000000,0.000000,,low,
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0158,train,pero como tambien la pase mal porque habia otros amigos que estaban borrachos ahi,Pero como también la pasé mal porque había otros amigos que estaban borrachos.,0.357143,0.088235,replace: 'tambien' -> 'también' | replace: 'pase' -> 'pasé' | replace: 'habia' -> 'había' | replace: 'borrachos ahi' -> 'borrachos.',medium,asr_disagreement
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0160,train,entonces se me paso todo el show me la pase tomando agua hasta las 5 y 40 y dije,"Entonces se me pasó todo el show, me la pasé tomando agua hasta las 5 y 40 y dije",0.157895,0.048387,"replace: 'paso' -> 'pasó' | replace: 'show' -> 'show,' | replace: 'pase' -> 'pasé'",low,
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0161,train,a la mierda me voy a tomar un champan me voy a tomar aunque sea una copa viste,"A la mierda, me va a tomar Un shampoo me va a tomar, aunque sea una copa",0.333333,0.229508,"replace: 'mierda' -> 'mierda,' | replace: 'voy' -> 'va' | replace: 'champan' -> 'shampoo' | replace: 'voy' -> 'va'",low,
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0162,train,pero quizas una asi viste y no lo hiciste o si lo hiciste,"Pero quizá un así, ¿viste? ¿Y no lo hiciste o sí lo hiciste?",0.538462,0.222222,"replace: 'quizas una asi viste y' -> 'quizá un así, ¿viste? ¿y' | replace: 'si' -> 'sí' | replace: 'hiciste' -> 'hiciste?'",medium,asr_disagreement
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0163,train,lo hice me tome un vasito y me fui a mi casa,"Lo hice, me tomé un vasito y me fui a mi casa.",0.250000,0.090909,"replace: 'hice' -> 'hice,' | replace: 'tome' -> 'tomé' | replace: 'casa' -> 'casa.'",low,
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0165,train,o sea tal vez es como te veia otro vos hace un par de años,"O sea, tal vez es como te veía otra voz hace un par de años.",0.333333,0.113636,"replace: 'sea' -> 'sea,' | replace: 'veia otro vos' -> 'veía otra voz' | replace: 'años' -> 'años.'",low,
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0166,train,pero esa fue por un algo tengo que hacer en la noche no puedo quedarme asi,"Pero esa fue por un... Algo tengo que hacer en la noche, no puedo quedarme así.",0.187500,0.101695,"replace: 'un' -> 'un...' | replace: 'noche' -> 'noche,' | replace: 'asi' -> 'así.'",low,
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0167,train,pero lo controlas si si escucha no la puedo dejar pasar te pusiste de novio,"Pero lo controlás. Sí, sí. Escucha, no la podés dejar pasar. ¿Te pusiste de novio?",0.533333,0.229508,"replace: 'controlas si si escucha' -> 'controlás. sí, sí. escucha,' | replace: 'puedo' -> 'podés' | replace: 'pasar te' -> 'pasar. ¿te' | replace: 'novio' -> 'novio?'",medium,asr_disagreement
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0170,train,cande ahi en casa es del palo se labura la musica,Cande ahí en casa. En El Palo se labura la música.,0.454545,0.153846,replace: 'ahi' -> 'ahí' | replace: 'casa es del' -> 'casa. en el' | replace: 'musica' -> 'música.',medium,asr_disagreement
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0171,train,es modelo ella modela para marcas trabaja si,"Es modelo ella, modela para marcas, trabaja así.",0.375000,0.135135,"replace: 'ella' -> 'ella,' | replace: 'marcas' -> 'marcas,' | replace: 'si' -> 'así.'",medium,possible_entity_error
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0172,train,y estas contento con ella si bastante estoy tranquilo mas que nada,"Y estás contento con ella Sí, bastante Estoy tranquilo, más que nada",0.333333,0.090909,"replace: 'estas' -> 'estás' | replace: 'si' -> 'sí,' | replace: 'tranquilo mas' -> 'tranquilo, más'",low,
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0173,train,despues estar contento son momentos del dia cada rato,"Porque nada, después estar contento son momentos del día cada rato.",0.555556,0.311111,"replace: 'despues' -> 'porque nada, después' | replace: 'dia' -> 'día' | replace: 'rato' -> 'rato.'",medium,asr_disagreement
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0174,train,pero para y donde se conocieron se puede saber de donde se conocieron,"Pero pará, ¿y dónde se conocieron? ¿Se puede saber de dónde se conocieron?",0.538462,0.140351,"replace: 'para y donde' -> 'pará, ¿y dónde' | replace: 'conocieron se' -> 'conocieron? ¿se' | replace: 'donde' -> 'dónde' | replace: 'conocieron' -> 'conocieron?'",medium,asr_disagreement
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0177,train,vos ya sabias quien era detectarla claro y le empezaste a seguir,"¿Vos ya sabías quién era? Detentarla, claro. Y le empezaste a seguir.",0.583333,0.150943,"replace: 'vos' -> '¿vos' | replace: 'sabias quien era detectarla claro' -> 'sabías quién era? detentarla, claro.' | replace: 'seguir' -> 'seguir.'",medium,asr_disagreement
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0178,train,claro hasta que yo estaba en un rodaje,"Claro, hasta que yo estaba en un rodaje.",0.250000,0.064516,"replace: 'claro' -> 'claro,' | replace: 'rodaje' -> 'rodaje.'",low,
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0179,train,y y estaba ahi la piba y ahi la conoci la salude y todo,"y estaba ahí la piba y ahí la conocí, la saludé",0.500000,0.261905,"delete: 'y' -> '' | replace: 'ahi' -> 'ahí' | replace: 'ahi' -> 'ahí' | replace: 'conoci' -> 'conocí,'",medium,asr_disagreement
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0180,train,despues en la costa en mar del plata me la volvi a encontrar,después en la costa en Mar de Plata me la volví a encontrar,0.230769,0.062500,replace: 'despues' -> 'después' | replace: 'del' -> 'de' | replace: 'volvi' -> 'volví',low,
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0181,train,ah fue largo la venias como venias pero asi sin preparar nada,"Ah, fue largo, la venías, como venías Pero así sin preparar nada",0.416667,0.120000,"replace: 'ah' -> 'ah,' | replace: 'largo' -> 'largo,' | replace: 'venias' -> 'venías,' | replace: 'venias' -> 'venías'",medium,asr_disagreement
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0182,train,sin organizar y bueno desde ahi desde,"sin organizar y bueno, desde ahí, desde",0.285714,0.096774,"replace: 'bueno' -> 'bueno,' | replace: 'ahi' -> 'ahí,'",low,
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0183,train,desde la costa esta en mi casa todavia como que prospero,Desde la costa está en mi casa todavía. Como que prosperó.,0.272727,0.108696,replace: 'esta' -> 'está' | replace: 'todavia' -> 'todavía.' | replace: 'prospero' -> 'prosperó.',low,
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0184,train,claro prospero bueno escuchame estas con un proyecto nuevo como es este proyecto,"pero bueno, escuchame ¿estás con un proyecto nuevo? ¿cómo es este?",0.615385,0.338235,"replace: 'claro prospero bueno' -> 'pero bueno,' | replace: 'estas' -> '¿estás' | replace: 'nuevo como' -> 'nuevo? ¿cómo' | replace: 'este proyecto' -> 'este?'",medium,asr_disagreement
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0185,train,un emprendimiento nuevo que es para ayudar contame de que se trata la voz del barrio,"emprendimiento nuevo que es para ayudar, contame, ¿de qué se trata? La voz del barrio.",0.437500,0.115942,"delete: 'un' -> '' | replace: 'ayudar contame de que' -> 'ayudar, contame, ¿de qué' | replace: 'trata' -> 'trata?' | replace: 'barrio' -> 'barrio.'",medium,asr_disagreement
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0186,train,se llama la voz del barrio es tuyo conlleva ese nombre si y urban rooster que,"Se llama La Voz del Barrio, es tuyo. Conlleva ese nombre, sí, y Urban Rooster.",0.375000,0.129032,"replace: 'barrio' -> 'barrio,' | replace: 'tuyo' -> 'tuyo.' | replace: 'nombre si' -> 'nombre, sí,' | replace: 'rooster que' -> 'rooster.'",medium,asr_disagreement
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0187,train,entre los dos digamos no las dos organizaciones simplemente se trata de,"Entre los dos, digamos, las dos organizaciones. Simplemente se trata de...",0.416667,0.116667,"replace: 'dos digamos no' -> 'dos, digamos,' | replace: 'organizaciones' -> 'organizaciones.' | replace: 'de' -> 'de...'",medium,asr_disagreement
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0188,train,buscar talentos del barrio no lleva va a llevar,talentos del barrio no lleva va a llevar,0.111111,0.153846,delete: 'buscar' -> '',low,
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0191,train,y vos vas nos queda uno o no mas si y vos vas a presentar pues yo estoy de jurado con otros mas profesionales que estan en el freestyle,"y vos vas, nos queda uno o no yo estoy descurado con otros más profesionales que están en el freestyle",0.448276,0.289720,"replace: 'vas' -> 'vas,' | delete: 'mas si y vos vas a presentar pues' -> '' | replace: 'de jurado' -> 'descurado' | replace: 'mas' -> 'más'",medium,asr_disagreement
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0192,train,y nada se van presentando varios artistas pasan por el escenario,"Y nada, se van presentando varios artistas, pasan por el escenario",0.181818,0.037037,"replace: 'nada' -> 'nada,' | replace: 'artistas' -> 'artistas,'",low,
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0193,train,artistas del barrio capaz que algunos son conocidos otros capaz que no se conocen ni ellos pero,"artistas del barrio, capaz que algunos son conocidos, otros capaz que no se conocen ni ellos pero...",0.176471,0.063291,"replace: 'barrio' -> 'barrio,' | replace: 'conocidos' -> 'conocidos,' | replace: 'pero' -> 'pero...'",low,
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0194,train,quieren encontrarse bien digamos y nada tienen su espacio ahi para demostrar a ver el arte que hacen no,"encontrarse, digamos y... tienen su espacio ahí para demostrar a ver el arte que hacen, ¿no?",0.421053,0.223529,"replace: 'quieren encontrarse bien' -> 'encontrarse,' | replace: 'y nada' -> 'y...' | replace: 'ahi' -> 'ahí' | replace: 'hacen no' -> 'hacen, ¿no?'",medium,asr_disagreement
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0195,train,el arte musical de ahi va a quedar de todos esos cuatro barrios que hicimos el torneo el campeonato la competencia,"el arte musical. De ahí va a quedar de todos esos cuatro barrios que hicimos el torneo, el campeonato, la competencia,",0.238095,0.053191,"replace: 'musical' -> 'musical.' | replace: 'ahi' -> 'ahí' | replace: 'torneo' -> 'torneo,' | replace: 'campeonato' -> 'campeonato,'",low,
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0197,train,eso va a quedar uno por disciplina claro y de porque hay distintas disciplinas y despues si va a ir como a un mundial digamos,"eso va a quedar uno por disciplina porque hay distintas disciplinas y después, sí, va a ir como a un mundial, digamos",0.240000,0.128713,"delete: 'claro y de' -> '' | replace: 'despues si' -> 'después, sí,' | replace: 'mundial' -> 'mundial,'",low,
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0200,train,nos rellenamos de historias dia a dia de la historia de cada uno nos anotamos el contacto,"Nos rellenamos de historias día a día, de la historia de cada uno, nos anotamos el contacto.",0.235294,0.068493,"replace: 'dia' -> 'día' | replace: 'dia' -> 'día,' | replace: 'uno' -> 'uno,' | replace: 'contacto' -> 'contacto.'",low,
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0201,train,de uno del otro quiza no es que en fin es el ganador el ganador nomas,"de uno, del otro, quizás no es que, en fin, es el ganador el ganador, no más.",0.500000,0.166667,"replace: 'uno' -> 'uno,' | replace: 'otro quiza' -> 'otro, quizás' | replace: 'que' -> 'que,' | replace: 'fin' -> 'fin,'",medium,asr_disagreement
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0202,train,si ganan todos sin embargo lo ultimo que pasamos al millon la idea es esa es ayudar a los pibes que tal vez no tienen donde a que se expresen y tal vez,"Ganan todos, sin embargo Lo último que pasamos millón La idea es esa Ayudar a los pibes Que tal vez no tienen donde A que se expresen Y tal vez",0.181818,0.075630,"delete: 'si' -> '' | replace: 'todos' -> 'todos,' | replace: 'ultimo' -> 'último' | replace: 'al millon' -> 'millón'",low,
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0204,train,claro es que tambien no le podes decir van a ganar todos sino no tiene la motivacion el que quiere salir primero,"Claro, es que también no le podés decir, van a ganar todos, si no, no tiene la motivación el que quiere salir primero.",0.409091,0.087912,"replace: 'claro' -> 'claro,' | replace: 'tambien' -> 'también' | replace: 'podes decir' -> 'podés decir,' | replace: 'todos sino' -> 'todos, si no,'",medium,asr_disagreement
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0205,train,si si hay uno solo pero obvio que le brindamos la herramienta o la ayuda a cualquiera que pase por el escenario por el camino,"Pero obvio que le brindamos la herramienta o la ayuda a cualquiera que pase por el escenario, por el camino.",0.280000,0.158416,"delete: 'si si hay uno solo' -> '' | replace: 'escenario' -> 'escenario,' | replace: 'camino' -> 'camino.'",low,
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0211,train,200 lucas en que barrio porque quiero ver si me alcanza o me sobra,"200 lucas, ¿en qué barrio? Quiero ver si me alcanza o me sobe",0.428571,0.207547,"replace: 'lucas en que barrio porque' -> 'lucas, ¿en qué barrio?' | replace: 'sobra' -> 'sobe'",medium,asr_disagreement
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0214,train,olvidate o sea te digo una cosa maria becerra estuvo aca estuvo como una hora pensandolo,"O sea, te doy una cosa. María Becerra estuvo acá, estuvo como una hora pensándolo.",0.437500,0.246575,"delete: 'olvidate' -> '' | replace: 'sea' -> 'sea,' | replace: 'digo' -> 'doy' | replace: 'cosa maria' -> 'cosa. maría'",medium,asr_disagreement
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0217,train,bien perfecto esto es de ella no se toca y si se alquila esto es para ella,"Bien, perfecto. Esto es de ella, no se toca. Y si se alquila, esto para ella.",0.411765,0.137931,"replace: 'bien perfecto' -> 'bien, perfecto.' | replace: 'ella' -> 'ella,' | replace: 'toca' -> 'toca.' | replace: 'alquila' -> 'alquila,'",medium,asr_disagreement
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0218,train,aca tenemos separaste 400 mil dolares para que si yo tendria que hacer tendria el millon de dolares asi tal como esta en efectivo,"Acá tenemos, separaste 400.000 dólares, ¿para qué? Si yo tendría que hacer, tendría el millón de dólares así, tal como esto.",0.666667,0.273585,"replace: 'aca tenemos' -> 'acá tenemos,' | replace: '400 mil dolares para que' -> '400.000 dólares, ¿para qué?' | replace: 'tendria' -> 'tendría' | replace: 'hacer tendria' -> 'hacer, tendría'",medium,possible_timestamp_misalignment
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0220,train,claro viviria con mi familia ahi listo perfecto un millon de dolares cerra cerco y lotes solo para vos,"viviría con mi familia listo, perfecto un millón de dólares cerrá Cerco y lotes solo para vos",0.368421,0.154762,"replace: 'claro viviria' -> 'viviría' | replace: 'ahi listo' -> 'listo,' | replace: 'millon' -> 'millón' | replace: 'dolares cerra' -> 'dólares cerrá'",medium,asr_disagreement
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0222,train,le vas a poner un kiosco o no un kiosquito kiosquito chico pero que esta abierto 24 horas,"¿Le vas a poner un kiosco? ¿O no? ¿Un kiosquito? ¿Un kiosquito? Sí, pero que está abierto 24 horas.",0.611111,0.222222,"replace: 'le' -> '¿le' | replace: 'kiosco o no un kiosquito kiosquito chico' -> 'kiosco? ¿o no? ¿un kiosquito? ¿un kiosquito? sí,' | replace: 'esta' -> 'está' | replace: 'horas' -> 'horas.'",medium,asr_disagreement
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0223,train,claro que mas le queres poner un lavadero de auto una un lavadero de auto no,"Claro. ¿Qué más le querés poner? Una... Una de los diámosos, ¿no?",0.875000,0.557377,"replace: 'claro que mas' -> 'claro. ¿qué más' | replace: 'queres poner un lavadero' -> 'querés poner? una... una' | replace: 'auto una un lavadero de auto no' -> 'los diámosos, ¿no?'",high,possible_timestamp_misalignment
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0224,train,un lavadero de auto una pileta y muchos arboles ya esta con eso soy feliz,"¡Un lavadero de auto! Una pileta y muchos árboles, ya tal, en eso soy feliz.",0.400000,0.169492,"replace: 'un' -> '¡un' | replace: 'auto' -> 'auto!' | replace: 'arboles' -> 'árboles,' | replace: 'esta con' -> 'tal, en'",medium,asr_disagreement
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0227,train,no no para no se va a ganar hasta donde llegue son caros los arboles hay que bueno listo,"No, no, pará, no son nada Son caros los árboles Bueno, listo",0.736842,0.485714,"insert: '' -> 'no, no, pará,' | replace: 'no para no se va a ganar hasta donde llegue' -> 'son nada' | replace: 'arboles hay que bueno' -> 'árboles bueno,'",medium,possible_timestamp_misalignment
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0228,train,va a tener nombre el barrio como se puede llamar a ver        no no se me ocurra a mi,"¿Cómo va a tener nombre el barrio? ¿Cómo se puede llamar? No, no se me ocurra.",0.526316,0.266667,"insert: '' -> '¿cómo' | replace: 'barrio como' -> 'barrio? ¿cómo' | replace: 'llamar a ver no' -> 'llamar? no,' | replace: 'ocurra a mi' -> 'ocurra.'",medium,asr_disagreement
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0229,train,el compra autos no se pero el compra autos no no no un nombre mas chevere,"El compra autos, no sé El compra autos No, no, un nombre machete",0.500000,0.224138,"insert: '' -> 'el compra autos, no sé' | replace: 'no se pero el compra autos no no no' -> 'no, no,' | replace: 'mas chevere' -> 'machete'",medium,asr_disagreement
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0230,train,el que mas plata si pasas aca deja la guita porque claro,"El que más plata. Si pasas acá, deja la guita, porque claro...",0.416667,0.177778,"replace: 'mas plata' -> 'más plata.' | replace: 'aca' -> 'acá,' | replace: 'guita' -> 'guita,' | replace: 'claro' -> 'claro...'",medium,asr_disagreement
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0323,train,tiene un poco de secreto la frase pero el que entiende entiende,"Tiene un poco de secreto la frase, pero el que entiende, entiende.",0.250000,0.057692,"replace: 'frase' -> 'frase,' | replace: 'entiende entiende' -> 'entiende, entiende.'",low,
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0327,train,claro mientras fuma el efecto la hace alterar digamos y como que se desespera mas bailando,"Claro, mientras fuma el efecto la hace alterar, digamos, y como que se desespera más bailando.",0.312500,0.066667,"replace: 'claro' -> 'claro,' | replace: 'alterar digamos' -> 'alterar, digamos,' | replace: 'mas bailando' -> 'más bailando.'",low,
Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0328,train,y monte lo puedo decir porque se monte al auto o porque se monte a hacer las cosas,Y monte lo puedo decir porque se monte al auto o porque se monte a hacer las...,0.111111,0.076923,replace: 'las cosas' -> 'las...',low,
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0000,train,buenas yo dije que iba a ser mas constante con los videos quizas no fue una semana exacta,buenas yo dije que iba a ser más constante con los vídeos quizás no fue una semana exacta,0.166667,0.041667,replace: 'mas' -> 'más' | replace: 'videos quizas' -> 'vídeos quizás',low,
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0001,train,ocho dias pero heme aqui grabando un nuevo episodio y yo no se si no claro no lo ven,"Está ocho días, pero M aquí, grabando un nuevo episodio. Y yo no sé si... No, claro, nos lo vemos.",0.578947,0.348485,"insert: '' -> 'está' | replace: 'dias' -> 'días,' | replace: 'heme aqui' -> 'm aquí,' | replace: 'episodio' -> 'episodio.'",medium,asr_disagreement
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0002,train,porque lo corto pero yo tengo el microfono enchufado a la computadora y el celular aparte,ven porque lo corto pero yo tengo el micrófono enchufado a la computadora y el celular aparte,0.125000,0.054054,insert: '' -> 'ven' | replace: 'microfono' -> 'micrófono',low,
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0003,train,o sea grabo con el celular y tengo el microfono en la compu entonces toco el boton de empezar a,"O sea, grabo con el celular y tengo el micrófono en la compu. Entonces toco el botón de empezar a grabar.",0.250000,0.144737,"replace: 'sea' -> 'sea,' | replace: 'microfono' -> 'micrófono' | replace: 'compu' -> 'compu.' | replace: 'boton' -> 'botón'",low,
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0004,train,grabar el sonido en la compu y el del celular al mismo tiempo y despues ensamblo el video,a grabar el sonido en la compu y el del celular al mismo tiempo y después ensamblo el vídeo.,0.166667,0.055556,insert: '' -> 'a' | replace: 'despues' -> 'después' | replace: 'video' -> 'vídeo.',low,
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0005,train,una coordinacion perfecta pero bueno tengo ganas de empezar a grabar podcast tambien hablando,vídeo una coordinación perfecta pero bueno tengo ganas de empezar a grabar el podcast también habla,0.357143,0.150000,insert: '' -> 'vídeo' | replace: 'coordinacion' -> 'coordinación' | insert: '' -> 'el' | replace: 'tambien hablando' -> 'también habla',medium,possible_entity_error
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0006,train,de libros no se si les copa tipo recomendaciones de policiales recomendaciones de libros de amor,"hablando de libros, no sé si les copa, tipo recomendaciones de policiales, recomendaciones de libros de amor",0.312500,0.148148,"insert: '' -> 'hablando' | replace: 'libros' -> 'libros,' | replace: 'se' -> 'sé' | replace: 'copa' -> 'copa,'",low,
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0007,train,recomendaciones de x porque el podcast es como que es un espacio en donde no hablo de libros,"recomendaciones de X, porque o sea, el podcast es como que es un espacio en donde no hablo de libros",0.166667,0.080000,"replace: 'x' -> 'x,' | insert: '' -> 'o sea,'",low,
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0008,train,o hablo muy poco y me gustaria de vez en cuando meter asi ese tipo de contenido,o hablo muy poco y me gustaría de vez en cuando meter así ese tipo de contenido,0.117647,0.031746,replace: 'gustaria' -> 'gustaría' | replace: 'asi' -> 'así',low,
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0009,train,asi que diganme que les parece mas alla de eso bueno es mentira soy una mentirosa,"Así que díganme qué les parece Más allá de eso Bueno, es mentira Mentira, soy una mentirosa",0.437500,0.212121,"replace: 'asi' -> 'así' | replace: 'diganme que' -> 'díganme qué' | replace: 'mas alla' -> 'más allá' | replace: 'bueno' -> 'bueno,'",medium,asr_disagreement
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0010,train,siempre hablo de libros pero no hablo de libros de ficcion hablo de divulgacion cientifica,"siempre hablo de libros, pero no hablo de libros de ficción, hablo de divulgación científica",0.266667,0.065789,"replace: 'libros' -> 'libros,' | replace: 'ficcion' -> 'ficción,' | replace: 'divulgacion cientifica' -> 'divulgación científica'",low,
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0011,train,no y no hablo de libros de ficcion que es algo que leo mucho tambien y el tema de hoy tambien viene,y no hablo de libros de ficción que es algo que leo mucho también y el tema de hoy también viene,0.181818,0.064103,delete: 'no' -> '' | replace: 'ficcion' -> 'ficción' | replace: 'tambien' -> 'también' | replace: 'tambien' -> 'también',low,
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0012,train,de un libro como siempre que se llama el cuerpo humano de bill bryson que es mi escritor favorito,"Viene de un libro, como siempre, que se llama El cuerpo humano de Bill Bryson, que es mi escritor favorito.",0.263158,0.113924,"insert: '' -> 'viene' | replace: 'libro' -> 'libro,' | replace: 'siempre' -> 'siempre,' | replace: 'bryson' -> 'bryson,'",low,
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0013,train,en todo el planeta literalmente escribio la mejor obra jamas escrita este es otro de sus libros,en todo el planeta literalmente escribió la mejor obra jamás escrita este es otro de sus libros,0.117647,0.025316,replace: 'escribio' -> 'escribió' | replace: 'jamas' -> 'jamás',low,
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0014,train,una breve historia casi todo que ya deben estar hartos de que hable de este libro pero miren lo,una breve historia de casi todo que ya deben estar hartos de que hable de este libro pero mira lo que,0.157895,0.090909,insert: '' -> 'de' | replace: 'miren' -> 'mira' | insert: '' -> 'que',low,
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0015,train,que es esto para los que no estan viendo estoy mostrando el libro en pantalla con una cantidad,lo que es esto para los que no están viendo estoy mostrando el libro en pantalla con una cantidad,0.111111,0.038961,insert: '' -> 'lo' | replace: 'estan' -> 'están',low,
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0016,train,descomunal de postits porque dije voy a convencer a la gente de que lea este libro,cantidad descomunal de post-its porque dije voy a convencer a la gente de que lea este libro,0.125000,0.134328,insert: '' -> 'cantidad' | replace: 'postits' -> 'post-its',low,
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0017,train,poniendo un postit en cada pagina y es que bueno es un libro que me gusta mucho en cada una de las paginas en las que marque algo que me volo la cabeza todas las paginas del libro,libro poniendo un post-it en cada una de las páginas en las que marqué algo que me voló la cabeza. Todas las páginas del libro.,0.578947,0.387324,insert: '' -> 'libro' | replace: 'postit en cada pagina y es que bueno es un libro que me gust' -> 'post-it' | replace: 'paginas' -> 'páginas' | replace: 'marque' -> 'marqué',medium,asr_disagreement
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0018,train,literalmente todas las paginas del libro arranque otro libro de este hombre que lo amo con todo mi,literalmente todas las páginas del libro arranque otro libro de este hombre que lo amo contó mi,0.166667,0.049383,replace: 'paginas' -> 'páginas' | replace: 'con todo' -> 'contó',low,
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0019,train,corazon que se llama el cuerpo humano y esta dividido en distintos capitulos y cada capitulo,mi corazón que se llama el cuerpo humano y está dividido en distintos capítulos y cada capítulo,0.312500,0.077922,replace: 'corazon' -> 'mi corazón' | replace: 'esta' -> 'está' | replace: 'capitulos' -> 'capítulos' | replace: 'capitulo' -> 'capítulo',low,
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0020,train,es una parte del cuerpo y lei uno de los primeros iguales el capitulo del cerebro estoy trastornada,es una parte del cuerpo y leí uno de los primeros iguales el capítulo del cerebro estoy trastornada,0.111111,0.024390,replace: 'lei' -> 'leí' | replace: 'capitulo' -> 'capítulo',low,
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0021,train,o sea me dejo genuinamente me hizo cambiar la forma en la que veia al mundo parece que es un,"o sea, me dejó, genuinamente me hizo cambiar la forma en la que veía el mundo",0.400000,0.246575,"replace: 'sea' -> 'sea,' | replace: 'dejo' -> 'dejó,' | replace: 'veia al' -> 'veía el' | delete: 'parece que es un' -> ''",medium,possible_entity_error
