titulo,clip,estado,ratio_deteccion,n_frames,texto
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0302,ok,1.000,108,y lo repite mil veces que no la sigue la mina como que lo que le molestaba a el era que la mina que le pidio ayuda
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0303,ok,1.000,109,no lo siguiera el antes tipo dice que no me sigas a mi nunca me mandaste un mensaje
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0304,ok,1.000,92,y me hablas solamente para decirme que perdiste tu trabajo ni siquiera es algo tan grave entendes
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0305,ok,0.999,756,simplemente perdiste tu trabajo dice y tipo todo claro es un pibe que tipo
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0306,ok,1.000,86,a los 17 años la pego siendo youtuber y se volvio multimillonario
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0307,ok,1.000,88,y en fin ya no tiene 23 no se cuanto tiene no pero todo el tiempo decia
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0308,ok,1.000,126,bienvenida al mundo real nena bienvenida al mundo real perdiste tu trabajo perdiste tu trabajo
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0309,ok,1.000,136,bueno cual hay deja de llorar y en vez de mandar mensajes que te pasa     manda curriculums ridicula absurda
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0310,ok,1.000,79,como que se puso en esa tesitura y la gente estaba tipo como
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0311,ok,0.949,123,hay un quilombo global con el estrecho del bus no pero hablando en serio
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0312,ok,1.000,107,y hay tambien una crisis economica y en estados unidos tambien y es como la mina ha perdido el laburo
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0313,ok,1.000,115,o sea si es que era la mina y no era un bot como dice anitta que yo estoy de acuerdo con esa teoria
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0314,ok,1.000,120,bueno perdio su laburo bueno pero por que te triggerea tanto por que tipo te altera por que te pones asi
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0315,ok,0.812,122,te perjudicas aparte como que se habia hecho los rulitos recien
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0316,ok,1.000,103,y tipo y tenia y estaba en bata porque el siempre esta en bata o desnudo viste
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0317,ok,1.000,100,y estaba asi como en bata que se yo esto que el otro y como que era doña florinda
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0318,ok,1.000,117,te lo juro era igual a doña florinda y entonces de repente tenias a doña florinda
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0319,ok,1.000,102,brotada toda colorada diciendo vaga de mierda el unico tema que tenes
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0320,ok,1.000,172,empanada de esto por que no mandas curriculum vos gorda cerda soy la mama de morena real
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0321,ok,1.000,100,y bueno y la gente entonces agarra y le dice che me parece que no da y entonces le hace un video
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0322,ok,1.000,105,disculpas y dice no queria pedir disculpas porque porque bueno
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0323,ok,1.000,97,entiendo que no fueron las palabras correctas yo solamente quise decir
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0324,ok,1.000,112,que la mina tiene una mentalidad de pobre o sea es una mina que pobrecita
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0326,ok,1.000,102,todo el tiempo no le pone voluntad y en vez de mandar curriculum
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0327,ok,1.000,108,me manda un mensajito a mi para que yo la ayude la mina ni me seguia asi que nada eso es lo que yo quise
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0328,ok,1.000,93,decir nada mas entiendo las palabras no fueron las correctas pero yo quise decir que la mina
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0329,ok,1.000,118,era una vaga de mierda una inutil un parasito
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0330,ok,1.000,142,humano que deberia aprender a laburar no porque este pais se lo saca adelante laburando
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0331,ok,1.000,99,la mina esta tiene que entrar en el mundo real la mina esta muy afuera del mundo real pero bueno
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0332,ok,1.000,112,chicos asi que eso fue todo muchas gracias muah todos
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0333,ok,0.923,486,que es eso argumento esto es un pedido de disculpas
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0334,ok,1.000,88,todo esto esta dramatizado por fines humoristicos quiero aclarar por si james charles
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0335,ok,1.000,138,james charles si estas viendo esto yo hago videos divertidos no intentes tomarlos demasiado en serio
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0336,ok,1.000,100,lo siento y aparte vos te metiste en esta mamita sos contradictoria bueno
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0337,ok,1.000,115,y a todo esto este video lo hace asi de acostado de costado y tipo en medio desnudito
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0338,ok,1.000,89,tambien o sea nada al todo     lo borra y sube otro video y dice quiero pedir disculpas
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0339,ok,1.000,101,por todo lo que dije que se yo esto que lo otro la verdad que estuve mal y no tuve en cuenta
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0340,ok,1.000,162,tipo parecia que parecia que tipo aparecieron tipo porque el chabon debe tener
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0341,ok,1.000,103,manager representante un monton de gente que ve guita con el pibe entraron asi tipo comandos
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0342,ok,1.000,104,suata a la casa le apuntaron con un lance y le dijeron vas a leer esto que te vamos a
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0343,ok,1.000,147,decir y el tipo si si se puso la batita se puso de costado dijo no quiero pedir
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0344,ok,1.000,88,disculpas quiero decir que la verdad estuvo mal lo que dije no me puse en el lugar de la gente
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0345,ok,1.000,115,que esta pasando un mal momento hoy en dia en estados unidos con la crisis de trabajo si que se yo esto que lo otro
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0346,ok,1.000,107,y la verdad es que voy a ayudar a esta mujer un poquito un poquito
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0347,ok,1.000,99,y la verdad que estuve muy mal y pido disculpas chau
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0348,ok,0.959,154,y todo tipo quemenlo quemenlo
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0349,ok,0.948,120,bueno no lo van a quemar no interesa es un meme doña florinda
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0350,ok,1.000,103,se enojo y grito y obviamente una persona que no tiene conciencia de clase
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0351,ok,1.000,105,y bueno y no o sea que se yo o sea venia porque aparte del chabon los padres tenian guita
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0352,ok,1.000,120,venian a la casa y no se que hacer y no se que hacer      venia de una familia de guita literalmente el chabon se vuelve multimillonario
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0353,ok,1.000,100,pero es una fortuna que no se como explicarles porque aca en argentina no existe ese mundo de beauty
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0354,ok,1.000,105,ni siquiera llegan los productos ahora creo que si pero no se no tengo idea la verdad no estoy enterado
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0355,ok,1.000,85,o llegan pero carisimo bueno no importa en un momento no llegaban
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0356,ok,1.000,110,yo lo vivi yo estaba ah bueno y alla tipo tienen 1500
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0357,ok,1.000,104,marcas de maquillaje 1500 y aquello entonces metes un buen brand y aquello vendes millones
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0358,ok,1.000,100,entonces millonario de decirte no se 100 palos verdes 100 millones de dolares viste
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0359,ok,1.000,104,a los 19 años o sea entonces que el diga bienvenida al mundo real
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0360,ok,0.890,85,pero la teoria de anita que tambien estoy de acuerdo es que se lo esta diciendo el mismo
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0361,ok,1.000,90,claramente el se esta diciendo si el artista porque el es un make up artist
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0362,ok,1.000,102,entiendes tipo el artista el youtuber el comediante quien sea no o sea vivimos del otro
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0363,ok,1.000,108,o sea del otro no como una cuestion parasitaria como quizas el lo piensa o el lo ver asi
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0364,ok,1.000,110,sobre el mismo tendra que analizarlo sino como una cuestion de tipo bueno brindamos entretenimiento
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0365,ok,1.000,105,que se yo esto que lo otro y a cambio te cobro una entrada venis a verme al teatro me entendes que yo toque el otro
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0366,ok,1.000,89,bueno yo prepare esto me entendes labure le dedique esto que yo toque el otro hola
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0367,ok,1.000,110,bueno eso tiene un precio es un comun acuerdo que yo pero vos necesitas del otro invoque
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0368,ok,1.000,124,apoye tus proyectos compre las entradas vaya a verte al teatro entre a pabloagustincomar
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0369,ok,1.000,91,saque sus entradas para cualquiera de las funciones que quedan y se vienen nuevas
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0370,ok,1.000,89,se vienen nuevas asi que esten atentos necesitas del otro entonces es como
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0371,ok,1.000,85,realmente se lo estas diciendo a la otra persona o te lo estas diciendo a vos
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0372,descartado,0.636,0,y con esa reflexion abandonamos el video de hoy que hermosa enseñanza
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0373,descartado,0.739,0,y es verdad bueno chicos espero que les haya gustado este video hecho por mi
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0374,ok,0.971,106,a red siento que esta un poco desorganizado yo lo se pido disculpas juan domingo perdon
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0375,ok,1.000,101,ya va a volver en algun momento inti en algun momento va a tener que volver les mando un beso
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0376,ok,1.000,106,acuerdense de suscribirse seguirme en todas las redes sociales los miembros tienen blog nuevo
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0377,ok,1.000,110,haganse miembro los que no no se van a arrepentir tienen un monton de cultura pop un monton de videos exclusivos
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0378,ok,0.891,143,les va a encantar es muy divertido y nos vemos muy pronto en un proximo video tipo pasemos a otra cosa no pasa nada la idea era que la nena
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0379,ok,0.991,116,le pregunta a topa de las canciones de topa de las cosas de topa viste que se toque el otro
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0380,descartado,0.765,0,viste una bajada politica la nena lo dice que se lleva la cuida
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0381,descartado,0.611,0,y el tema es que los de la produccion empiezan a rengar y festejar
"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",clip_0382,descartado,0.655,0,ey loco que bueno es esto si abajo mi ley aguante cristina
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0000,descartado,0.114,0,a la gran masa del pueblo con patiento al pan
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0001,descartado,0.022,0,falompa falompa vende atiendo boludo segun la oranga me escucha
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0002,descartado,0.000,0,hay pan pan hay vino vino sobre las cartas de la mesa que se vayan a cuba que vivan en cuba
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0004,descartado,0.190,0,como te va  si falompa falompa vende y si hijo
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0005,descartado,0.450,0,vayanse todos a la p y muy muy buenas noches tardes dias noches
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0006,descartado,0.565,0,segun la oranga me escuchas che como les va buenas tardes estoy abierto aca
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0007,ok,1.000,150,como les va me doy cuenta que es el segundo jueves consecutivo que vengo de camisa asi que esto se empieza a volver una costumbre
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0008,ok,1.000,99,como andas nico bonda que haces amigo todo bien te van a putear hoy esa vez
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0009,ok,0.967,127,por que por que te van a putear vos estas nerviosito o no hoy te van a putear no yo estoy tranquilo estoy tranquilo
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0010,ok,1.000,156,ya escuchame cuanta guacorrida debajo de este pues che caben mas gente ahi en este estudio no hay intimidad aca
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0011,ok,1.000,98,y que intimidad que me queres decir un secreto en springfield le tiene que haber cierta intimidad
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0012,ok,0.980,82,pero estan todos trabajando y marquito que paso que no vino se cago o no
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0013,ok,1.000,123,lo que se pregunta un pais cuando de quilombo no viene el cagon cuando de quilombo no viene cagon
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0014,ok,1.000,132,exactamente toca hoy en rosario a las 8 y media de la noche amigos amigas como andan
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0015,ok,1.000,85,bienvenidos a una nueva entrega de esta semana en springfield
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0016,ok,1.000,125,un repaso informativo podemos correr este monitor perdon un poquito para alla perdon ayrton
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0017,ok,1.000,132,bienvenidos a esta semana en springfield un repaso informativo que algunos podrian definir como
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0018,ok,1.000,94,noticias falopa pero no tienen por que serlo la verdad
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0019,ok,1.000,97,tenemos cositas nuevas no yo te hizo no viene pero hizo cositas nuevas o no
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0020,ok,1.000,92,pero que estas tomando mita no pero es lo que veo
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0021,ok,1.000,100,lo digo bien si hay cositas nuevas bueno y no lo decis entonces lo tengo que decir yo
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0022,ok,1.000,101,hay cositas nuevas bueno la presentacion no fue nueva la presentacion fue nueva
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0023,ok,0.930,132,esta cuestionando todo estas re agresivo nico onda perdon pero estas re agresivo
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0024,ok,0.994,129,chiques baja un cambio les prendes una vibra rara
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0025,ok,1.000,134,si estas raro yo no te lo queria decir pero estas rarisimo
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0026,ok,0.946,139,estas re tenso gano boca hace unos dias boludo gano boca y esta enojado
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0027,ok,1.000,132,yo tengo que estar parado aca leon desde que me propusiste entrevistar a dante gebel
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0028,ok,0.996,212,estas muy raro desde que te obligo estas muy raro amigos amigas bienvenidos al resumen de falopa de la semana
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0029,ok,0.973,92,obviamente nunca puede faltar un posteo hecho con inteligencia artificial
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0030,ok,0.955,128,por parte del presidente de la nacion esta vez los presos se tatuan
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0031,ok,0.972,264,las caras de los kirchner abuela tenemos a su hijo
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0032,ok,1.000,110,deposita o no lo volves a ver ay
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0033,ok,0.921,137,que es ese preso que es ese preso se acabo la joda se terminaron los celulares
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0034,ok,1.000,92,para los presos y veiamos a un preso vestido de sara
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0035,ok,0.963,112,esta como cubierto de petroleo tipo la tortura shakira
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0036,ok,0.877,128,exactamente porque venia de robar en vaca muerte es una tortura perderte
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0037,ok,0.883,100,tatuado nestor kirchner la foto mas random de nestor kirchner para tatuarse
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0038,ok,0.862,102,un celular en su mano haciendo una estafa
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0039,ok,1.000,88,llamando a una abuela y diciendole tenemos a su hijo esta lindo el chorro
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0040,ok,0.933,187,viste que vos sos medio fan de la idea robame el corazon el final del video nos hizo acordar
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0041,ok,1.000,102,al meme de now now amigo asi que aca tienen la version
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0042,ok,0.980,168,miley de dicha pizarra now now amigo nos encantaria que el siguiente momento presidencial
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0043,ok,1.000,100,sea una fake news hecha con inteligencia artificial con la vil intencion
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0044,ok,0.991,98,de dejar al comandante de las fuerzas armadas como un terrible idiota
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0045,ok,1.000,118,pero la verdad que no no es ia es miley bailando
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0047,descartado,0.543,0,miley bailando miley bailando tengo ganas de decir un monton de cosas bueno tranquilo
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0048,ok,0.993,127,tranquilo eso era ia tambien o no no no era ia bueno asi empiezan las romcom
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0049,ok,0.950,101,las que las comedias romanticas
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0050,ok,0.979,118,aprendan un poco del tipo que habla lenguaje que comedia romantica te gusta mati mousset
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0051,ok,0.979,118,no no voy a contestar le gusta yo se cual te gusta le gusta la de naughty hill
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0052,ok,0.963,133,como asi comienzan las comedias romanticas que comedia romantica ves vos mati un amor en yonkipur
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0053,ok,1.000,119,seria un peliculon ese gran peliculon robame los ninjes perdidos en once
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0054,ok,1.000,86,que comedia romantica arranca asi mi marido el rabino
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0055,ok,1.000,142,si si censurate si hay baile hay canto
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0056,ok,1.000,99,tranquilos porque no vamos a volver a ver a miley cantando libre
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0057,ok,1.000,102,pero tan tranquilos no porque vamos a ver al gobernador de salta
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0058,ok,1.000,89,gustavo saenz cantando con el embajador estadounidense
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0059,ok,1.000,650,peter chupala canto con el embajador estadounidense
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0060,ok,1.000,117,que pedazo de mulo
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0061,ok,1.000,182,muchachos me quieren al gobernador y al alcalde de ustedes porque sufrieron con eso y que quieran los estados unidos muchas gracias
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0062,ok,1.000,124,no gracias a vos vamos a hacer 10 segundos de silencio para reflexionarse sobre lo que acabamos de ver
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0063,ok,0.997,287,muy bien hablando de sainz a raul jalil su par de catamarca le preguntaron si es verdad que festejaron el cumple del gobernador de salta en la casa del juez ariel lijo
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0064,ok,0.992,210,viste que se dice eso no se si estas al tanto eso se dice eso se dice que en la casa del hijo se festejo el cumpleaños
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0065,ok,1.000,167,del gobernador de salta o sea el hijo tiene una casa en salta no o sea el gobernador de salta festejo el cumpleaños en buenos aires
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0066,ok,0.961,129,una parte de su cumpleaños viste que vos haces tu cumpleaños con tus amigos y con la familia ponele
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0067,ok,1.000,112,si vos siempre haces igual juntas todo y vos yo tambien
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0068,ok,1.000,196,si si si tambien en salta en salta festejaron el cumpleaños del gobernador de salta en la casa del juez ariel lijo si o no por si o por no
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0069,ok,1.000,118,y esto respondio cumpleaños gustavo y nada mas eso fue todo
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0070,ok,0.894,158,fue en la casa del juez lijo fue eso nada mas un cumpleaños y nada mas nicolas
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0071,ok,0.952,140,pero fue en la casa del juez ariel lijo no no bueno eso es un tema privado pero fue un cumpleaños y nada mas
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0072,ok,1.000,155,eso que dijo que fue un cumpleaños y nada mas pero en la casa o no no se si fue en la casa del lijo
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0073,ok,1.000,119,buena casa tiene lijo no nico tiene dos ambientes bueno que se yo
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0074,ok,1.000,139,pero como no va a tener una buena casa lijo no se tiene mas plata que los ladrones
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0075,ok,1.000,122,y saben no tiene una casa tampoco para festejar su cumpleaños obvio y bueno no he festejado mi cumpleaños en tu casa alguna vez
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0076,ok,1.000,115,si es cierto y bueno a veces le decis che amigo la verdad que pero me tiene como 70 personas no lo podia sacar
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0077,ok,1.000,104,me estan haciendo un arreglo en el baño no puedo festejar en casa
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0078,ok,1.000,137,fue la melas tambien o no desconozco canto canto saben en su cumpleaños
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0079,ok,0.991,178,y el feliz cumpleaños seguro un videito algo un videito tiene que haber si dijimos que no puede faltar un momento de inteligencia artificial de milay
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0080,ok,1.000,159,tampoco puede faltar algo de manuela dorni todo en la vida vuelve porque en la misa por el papa francisco
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0081,ok,1.000,99,el jefe de gabinete empezo a devolver la que le prestaron
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0082,ok,1.000,155,mira la cara de la señora si si que dice escondiendo la billetera a ella
MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,clip_0083,ok,1.000,120,esto me da una bronca que te da bronca porque tenes que ser muy boludo
